date,open,high,low,close,adjclose,volume
2026-03-11,25053.240234375,25152.119140625,24856.599609375,24965.009765625,24965.009765625,8348570000
2026-03-12,24771.3203125,24809.26953125,24522.240234375,24533.580078125,24533.580078125,8490850000
2026-03-13,24660.189453125,24786.650390625,24336.529296875,24380.73046875,24380.73046875,8278740000
2026-03-16,24646.1796875,24794.2890625,24606.4609375,24655.33984375,24655.33984375,8208800000
2026-03-17,24760.26953125,24884.6796875,24721.560546875,24780.419921875,24780.419921875,8505210000
2026-03-18,24727.0703125,24763.580078125,24417.380859375,24425.08984375,24425.08984375,9325170000
2026-03-19,24119.369140625,24462.150390625,24100.880859375,24355.279296875,24355.279296875,8547870000
2026-03-20,24257.560546875,24267.33984375,23759.970703125,23898.150390625,23898.150390625,11743490000
2026-03-23,24270.76953125,24465.16015625,24097.6796875,24188.58984375,24188.58984375,8895880000
2026-03-24,24042.23046875,24170.830078125,23927.689453125,24002.44921875,24002.44921875,8488380000
2026-03-25,24236.400390625,24314.25,24081.380859375,24162.98046875,24162.98046875,8056920000
2026-03-26,23913.189453125,24029.509765625,23574.720703125,23586.990234375,23586.990234375,7726590000
2026-03-27,23463.740234375,23472.890625,23088.990234375,23132.76953125,23132.76953125,8713310000
2026-03-30,23307.75,23356.75,22841.419921875,22953.380859375,22953.380859375,9234380000
2026-03-31,23208.0,23789.599609375,23198.640625,23740.189453125,23740.189453125,10645070000
2026-04-01,23883.2890625,24162.6796875,23871.609375,24019.990234375,24019.990234375,8801740000
2026-04-02,23621.73046875,24076.349609375,23512.599609375,24045.529296875,24045.529296875,8134780000
2026-04-06,24143.01953125,24265.140625,24039.029296875,24192.169921875,24192.169921875,7907270000
2026-04-07,24109.5703125,24209.279296875,23779.849609375,24202.369140625,24202.369140625,10796020000
2026-04-08,25045.359375,25045.359375,24756.9296875,24903.169921875,24903.169921875,10411670000
2026-04-09,24918.279296875,25097.44921875,24788.919921875,25082.08984375,25082.08984375,8662470000
2026-04-10,25165.060546875,25226.060546875,25057.650390625,25116.33984375,25116.33984375,8700640000
2026-04-13,25069.0703125,25387.689453125,24999.19921875,25383.720703125,25383.720703125,7925320000
2026-04-14,25514.55078125,25842.0,25514.55078125,25842.0,25842.0,9105660000
2026-04-15,25859.189453125,26214.5703125,25828.759765625,26204.580078125,26204.580078125,10206480000
2026-04-16,26256.880859375,26400.51953125,26113.650390625,26333.0,26333.0,9963610000
2026-04-17,26551.16015625,26719.560546875,26481.240234375,26672.4296875,26672.4296875,10159120000
2026-04-20,26662.3203125,26670.119140625,26412.51953125,26590.33984375,26590.33984375,8379940000
2026-04-21,26658.849609375,26730.640625,26405.30078125,26479.470703125,26479.470703125,9309940000
2026-04-22,26715.919921875,26942.130859375,26662.880859375,26937.279296875,26937.279296875,8080930000
2026-04-23,26844.609375,27007.869140625,26540.3203125,26782.630859375,26782.630859375,7956600000
2026-04-24,27082.419921875,27314.2109375,26986.390625,27303.669921875,27303.669921875,10203070000
2026-04-27,27278.279296875,27315.23046875,27158.880859375,27305.6796875,27305.6796875,8126500000
2026-04-28,26988.76953125,27115.76953125,26877.58984375,27029.009765625,27029.009765625,7441950000
2026-04-29,27069.359375,27199.720703125,26995.380859375,27186.98046875,27186.98046875,8147470000
2026-04-30,27328.98046875,27488.029296875,27029.41015625,27452.119140625,27452.119140625,8139190000
2026-05-01,27508.5703125,27787.119140625,27501.4296875,27710.359375,27710.359375,7534290000
2026-05-04,27731.33984375,27822.369140625,27504.08984375,27651.8203125,27651.8203125,7849180000
2026-05-05,27895.05078125,28065.630859375,27844.23046875,28015.060546875,28015.060546875,8090030000
2026-05-06,28234.01953125,28608.6796875,28208.23046875,28599.169921875,28599.169921875,8864150000
2026-05-07,28612.5390625,28825.51953125,28440.05078125,28563.94921875,28563.94921875,9118880000
2026-05-08,28768.119140625,29234.990234375,28751.2109375,29234.990234375,29234.990234375,9577150000
2026-05-11,29185.830078125,29372.4296875,29143.19921875,29320.66015625,29320.66015625,11989910000
2026-05-12,29067.359375,29188.0703125,28628.640625,29064.80078125,29064.80078125,9631840000
2026-05-13,29159.94921875,29452.259765625,28968.55078125,29366.939453125,29366.939453125,9734720000
2026-05-14,29372.650390625,29678.890625,29350.099609375,29580.30078125,29580.30078125,9860060000
2026-05-15,29191.359375,29387.439453125,28991.419921875,29125.19921875,29125.19921875,9584430000
2026-05-18,29246.19921875,29250.150390625,28717.5703125,28994.369140625,28994.369140625,10327940000
2026-05-19,28795.01953125,29031.919921875,28567.16015625,28818.83984375,28818.83984375,9895620000
2026-05-20,29006.5703125,29301.279296875,28919.439453125,29297.69921875,29297.69921875,9268370000
2026-05-21,29150.130859375,29463.490234375,29040.0390625,29357.26953125,29357.26953125,8627780000
2026-05-22,29476.2890625,29663.890625,29423.630859375,29481.640625,29481.640625,9265090000
2026-05-26,29854.580078125,30044.490234375,29753.08984375,30001.3203125,30001.3203125,9718120000
2026-05-27,30081.279296875,30099.7890625,29808.890625,29973.5703125,29973.5703125,9240640000
2026-05-28,30030.630859375,30263.189453125,29848.759765625,30223.890625,30223.890625,9224620000
2026-05-29,30333.859375,30470.029296875,30210.009765625,30333.1796875,30333.1796875,11906000000
2026-06-01,30295.25,30633.55078125,30241.19921875,30513.859375,30513.859375,10199240000
2026-06-02,30471.609375,30670.109375,30372.9609375,30660.599609375,30660.599609375,9675650000
2026-06-03,30730.109375,30762.19921875,30441.80078125,30571.240234375,30571.240234375,9267670000
2026-06-04,30174.58984375,30541.4296875,30092.23046875,30407.810546875,30407.810546875,8999970000
2026-06-05,29992.369140625,30051.080078125,28929.880859375,28957.599609375,28957.599609375,11550140000
2026-06-08,29482.189453125,29697.900390625,29294.01953125,29414.259765625,29414.259765625,10077650000
2026-06-09,29647.349609375,29805.30078125,28196.900390625,29084.5,29084.5,12106940000
2026-06-10,28893.8203125,29212.380859375,28462.919921875,28508.029296875,28508.029296875,9519620000
2026-06-11,28731.16015625,29506.669921875,28548.5,29446.1796875,29446.1796875,10101910000
2026-06-12,29380.6796875,29733.890625,29220.830078125,29635.94921875,29635.94921875,10337400000
2026-06-15,30289.970703125,30587.16015625,30285.630859375,30543.919921875,30543.919921875,10590270000
2026-06-16,30455.490234375,30560.080078125,29962.869140625,29968.130859375,29968.130859375,11132830000
2026-06-17,30160.740234375,30208.939453125,29604.9296875,29670.94921875,29670.94921875,11443600000
2026-06-18,30261.599609375,30463.76953125,30089.349609375,30406.189453125,30406.189453125,18286150000
2026-06-22,30529.990234375,30642.5703125,30194.25,30347.080078125,30347.080078125,12844290000
2026-06-23,29369.25,29748.720703125,29276.98046875,29347.26953125,29347.26953125,14631520000
2026-06-24,29328.400390625,29592.900390625,28963.099609375,29220.060546875,29220.060546875,14936190000
2026-06-25,29843.890625,29843.890625,29000.55078125,29440.3203125,29440.3203125,9870860000
2026-06-26,29040.119140625,29413.80078125,28890.740234375,29118.240234375,29118.240234375,16594580000
2026-06-29,29310.259765625,29792.630859375,28991.51953125,29774.75,29774.75,9776230000
2026-06-30,29792.9296875,30328.7890625,29767.759765625,30276.349609375,30276.349609375,9809990000
2026-07-01,29914.279296875,30084.779296875,29787.41015625,29809.130859375,29809.130859375,9094410000
2026-07-02,29778.69921875,30044.5,29087.330078125,29329.2109375,29329.2109375,9529580000
2026-07-06,29575.5703125,29847.740234375,29553.619140625,29697.869140625,29697.869140625,7827050000
2026-07-07,29362.19921875,29426.44921875,28974.470703125,29173.01953125,29173.01953125,8244680000
2026-07-08,29030.330078125,29280.580078125,28814.5703125,29252.560546875,29252.560546875,7935740000
2026-07-09,29486.609375,29773.740234375,29398.470703125,29727.099609375,29727.099609375,7312220000
2026-07-10,29618.33984375,29856.939453125,29484.490234375,29825.109375,29825.109375,7094480000
2026-07-13,29471.01953125,29541.0,29189.2109375,29264.099609375,29264.099609375,7231310000
2026-07-14,29561.349609375,29693.76953125,29368.869140625,29586.2890625,29586.2890625,7397960000
2026-07-15,29759.80078125,29771.890625,29192.890625,29502.599609375,29502.599609375,7379560000
2026-07-16,29318.30078125,29333.060546875,28881.23046875,29025.76953125,29025.76953125,8294880000
2026-07-17,28457.330078125,28867.400390625,28231.3203125,28592.66015625,28592.66015625,7820470000
2026-07-20,28871.16015625,29017.23046875,28590.400390625,28604.23046875,28604.23046875,7184070000
2026-07-21,29059.439453125,29192.2890625,28891.0703125,29155.1796875,29155.1796875,8001540000
2026-07-22,28949.810546875,29176.91015625,28934.51953125,28998.099609375,28998.099609375,7473050000
2026-07-23,28545.98046875,28726.619140625,28274.51953125,28454.810546875,28454.810546875,7655810000
2026-07-24,28362.150390625,28471.48046875,28053.080078125,28128.33984375,28128.33984375,7266300000
2026-07-27,28412.310546875,28460.19921875,27786.5390625,28039.2109375,28039.2109375,7797890000
2026-07-28,27810.390625,27926.529296875,27452.94921875,27763.130859375,27763.130859375,8584960000
2026-07-29,27780.4609375,27954.91015625,27176.029296875,27192.310546875,27192.310546875,8276280000
2026-07-30,27755.458984375,28168.416015625,27686.365234375,28106.345703125,28106.345703125,1736946000
