date,open,high,low,close,adjclose,volume
2025-07-31,2225.639892578125,2235.6298828125,2207.389892578125,2211.64990234375,2211.64990234375,6077080000
2025-08-01,2192.93994140625,2192.93994140625,2143.429931640625,2166.780029296875,2166.780029296875,5827150000
2025-08-04,2177.10009765625,2212.449951171875,2177.10009765625,2212.300048828125,2212.300048828125,4842580000
2025-08-05,2218.43994140625,2228.47998046875,2200.72998046875,2225.669921875,2225.669921875,5517410000
2025-08-06,2224.25,2225.360107421875,2211.2099609375,2221.2900390625,2221.2900390625,5408560000
2025-08-07,2234.580078125,2243.159912109375,2202.8701171875,2214.719970703125,2214.719970703125,5306090000
2025-08-08,2222.7900390625,2228.300048828125,2214.27001953125,2218.419921875,2218.419921875,4769910000
2025-08-11,2221.909912109375,2229.72998046875,2213.5400390625,2216.510009765625,2216.510009765625,4652400000
2025-08-12,2232.06005859375,2283.669921875,2229.679931640625,2282.780029296875,2282.780029296875,5135300000
2025-08-13,2296.18994140625,2329.260009765625,2296.030029296875,2328.06005859375,2328.06005859375,5195950000
2025-08-14,2304.489990234375,2304.489990234375,2279.860107421875,2299.080078125,2299.080078125,4462050000
2025-08-15,2304.199951171875,2305.0,2279.570068359375,2286.52001953125,2286.52001953125,4575060000
2025-08-18,2287.110107421875,2298.27001953125,2285.800048828125,2294.469970703125,2294.469970703125,4162290000
2025-08-19,2295.1201171875,2300.510009765625,2272.860107421875,2276.610107421875,2276.610107421875,4377440000
2025-08-20,2273.7900390625,2274.68994140625,2252.429931640625,2269.35009765625,2269.35009765625,4470390000
2025-08-21,2258.93994140625,2277.010009765625,2254.550048828125,2274.10009765625,2274.10009765625,4013560000
2025-08-22,2285.179931640625,2366.60009765625,2285.179931640625,2361.949951171875,2361.949951171875,5046860000
2025-08-25,2357.389892578125,2357.389892578125,2339.070068359375,2339.169921875,2339.169921875,4059070000
2025-08-26,2339.169921875,2361.7099609375,2339.169921875,2358.60009765625,2358.60009765625,4867680000
2025-08-27,2353.929931640625,2375.7099609375,2352.780029296875,2373.800048828125,2373.800048828125,4143680000
2025-08-28,2382.590087890625,2384.010009765625,2370.1201171875,2378.409912109375,2378.409912109375,4283760000
2025-08-29,2381.159912109375,2382.1298828125,2359.39990234375,2366.419921875,2366.419921875,4234840000
2025-09-02,2339.860107421875,2354.989990234375,2329.949951171875,2352.2099609375,2352.2099609375,4784000000
2025-09-03,2352.3701171875,2359.199951171875,2340.489990234375,2349.969970703125,2349.969970703125,4465360000
2025-09-04,2354.409912109375,2379.7900390625,2351.340087890625,2379.610107421875,2379.610107421875,4670770000
2025-09-05,2389.97998046875,2407.3701171875,2366.780029296875,2391.050048828125,2391.050048828125,5066120000
2025-09-08,2395.64990234375,2398.139892578125,2378.820068359375,2394.889892578125,2394.889892578125,5211500000
2025-09-09,2393.550048828125,2393.989990234375,2370.2099609375,2381.820068359375,2381.820068359375,4798350000
2025-09-10,2384.68994140625,2394.159912109375,2369.010009765625,2378.010009765625,2378.010009765625,5253010000
2025-09-11,2380.93994140625,2422.330078125,2379.989990234375,2421.530029296875,2421.530029296875,5426460000
2025-09-12,2416.0,2416.050048828125,2396.7099609375,2397.06005859375,2397.06005859375,4641640000
2025-09-15,2402.93994140625,2411.52001953125,2399.780029296875,2405.1298828125,2405.1298828125,5045020000
2025-09-16,2405.0,2406.919921875,2388.25,2403.030029296875,2403.030029296875,5359510000
2025-09-17,2406.10009765625,2453.360107421875,2396.10009765625,2407.340087890625,2407.340087890625,5805340000
2025-09-18,2420.590087890625,2470.070068359375,2420.590087890625,2467.699951171875,2467.699951171875,5292400000
2025-09-19,2471.9599609375,2472.27001953125,2445.860107421875,2448.77001953125,2448.77001953125,9125960000
2025-09-22,2445.89990234375,2466.889892578125,2431.6201171875,2463.340087890625,2463.340087890625,5642620000
2025-09-23,2467.27001953125,2488.840087890625,2455.070068359375,2457.510009765625,2457.510009765625,5633620000
2025-09-24,2459.2900390625,2461.489990234375,2434.97998046875,2434.97998046875,2434.97998046875,5459180000
2025-09-25,2418.97998046875,2418.97998046875,2393.81005859375,2411.0400390625,2411.0400390625,5874670000
2025-09-26,2414.969970703125,2435.14990234375,2413.550048828125,2434.320068359375,2434.320068359375,5103110000
2025-09-29,2442.659912109375,2449.260009765625,2428.300048828125,2435.25,2435.25,5358760000
2025-09-30,2432.639892578125,2438.330078125,2413.280029296875,2436.47998046875,2436.47998046875,6057210000
2025-10-01,2428.22998046875,2447.4599609375,2424.8798828125,2442.35009765625,2442.35009765625,6037950000
2025-10-02,2448.97998046875,2458.550048828125,2435.7900390625,2458.489990234375,2458.489990234375,5416130000
2025-10-03,2466.679931640625,2497.360107421875,2466.679931640625,2476.179931640625,2476.179931640625,5713110000
2025-10-06,2489.139892578125,2501.919921875,2481.340087890625,2486.35009765625,2486.35009765625,5604460000
2025-10-07,2490.429931640625,2493.10009765625,2451.31005859375,2458.419921875,2458.419921875,5546150000
2025-10-08,2467.6298828125,2487.639892578125,2458.669921875,2483.989990234375,2483.989990234375,5383130000
2025-10-09,2485.739990234375,2490.75,2459.6298828125,2468.85009765625,2468.85009765625,5385020000
2025-10-10,2473.2900390625,2484.35009765625,2393.85009765625,2394.590087890625,2394.590087890625,5385020000
